SIORG,Nome do Órgão,Última Atualização,Sigla/Nome do Software,Finalidade/Descrição,Área,Criticidade,Categoria 1,Categoria 2,Categoria 3,Compartilhar?,Por quê não compartilhar?,Nível de satisfação com o uso,Plataforma Operacional,Sistema Operacional,Linguagem de Programação,Banco de Dados,Frameworks/Bibliotecas,Integrações,Situação
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Patrimônio,Sistema responsável pela gerência patrimonial da UFGD,Meio,Média,Administração,Patrimônio,,Não,Sistema Desktop que está sendo substituído por outra tecnologia.,,Desktop,Windows,Object Pascal,Firebird,,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SGM – Setorial,Sistema de Pedido de materiais de consulmo,Meio,Média,Administração,Compras,,Não,Sistema Desktop que está sendo substituído por outra tecnologia.,,Desktop,Windows,Object Pascal,Firebird,,Integração com o SGM Central,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGEPAE Aluno,Sistema para inscrições e gerência de Assistência Estudantil ao aluno,Fim,Alta,Educação,,,Sim,,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com os demais módulos SIGEPAE,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGEPAE Administrador,Sistema para cadastro e gerência de Assistências Estudantis disponíveis para os alunos,Fim,Alta,Educação,,,Sim,,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com os demais módulos SIGEPAE,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGEPAE Orientador,Relatórios de Bolsa Permanência,Fim,Alta,Educação,,,Sim,,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com os demais módulos SIGEPAE,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Protocolo,Sistema de Protocolos da UFGD,Meio,Média,Administração,Protocolo,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Redmine,Sistema de gerenciamento de tarefas e força de trabalho da equipe de desenvolvimento de software,Meio,Média,Administração,Controle de Demandas/Chamados,,Não,Software livre,,Web,Linux,Ruby,PostgreSQL,Rails,Integração com o AD,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,DIRD,Sistema de Registro de Diplomas da UFGD.,Fim,Alta,Educação,,,Não,Sistema criado com base nas regras da Instituição.,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com os demais módulos SIGECAD,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Relatórios,Sistema de relatórios do SIGECAD,Fim,Alta,Administração,,,Sim,Não,,Web,Linux,Java,PostgreSQL,,Integrado com os sistemas SIGECAD,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SCPG Web,Sistema para Inscrição e matrícula em programas de Pós-Graduação,Fim,Média,Educação,,,Não,O Sistema será desenvolvido novamente em outra tecnologia.,,Web,Linux,PHP,Firebird,,Integrado com o SCPG,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SGM – Módulo Central,"Sistema responsável pela gerência dos processos do almoxarifado, compras e financeiro dos materiais de consumo da universidade.",Meio,Alta,Administração,Compras,,Não,Sistema Desktop que está sendo substituído por outra tecnologia.,,Desktop,Windows,Object Pascal,Firebird,,Integrado com o SGM Setorial,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGECAD – Acadêmico,"Sistema de consulta a notas, faltas, horários, planos de ensino e relatórios para controle do acadêmico dos cursos da UFGD",Fim,Alta,Educação,,,Não,Sistema criado com base nas regras da Instituição.,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com os demais sistemas SIGECAD e a Biblioteca,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGECAD – Coordenador,Sistema de gerenciamento de cursos pelos coordenadores da UFGD,Fim,Alta,Educação,,,Não,Sistema criado com base nas regras da Instituição.,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com os demais sistemas SIGECAD,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGECAD – Matrícula,Sistema de controle de matrículas de acadêmicos em turmas ofertadas por período letivo da UFGD,Fim,Alta,Educação,,,Não,Sistema criado com base nas regras da Instituição.,,Web,Linux,Java,PostgreSQL,JSP / Servlets,Integrado com os demais sistemas SIGECAD,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGECAD – Professor,"Sistema de controle de turmas, plano de ensino, notas e faltas do professor.",Fim,Alta,Educação,,,Não,Sistema criado com base nas regras da Instituição.,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com os demais sistemas SIGECAD e com a Biblioteca,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGECAD – SECAF,Sistema Web de gerencia de dados e extração de relatórios do SIGECAD por parte da Secretarias das Faculdades.,Fim,Média,Educação,,,Não,Sistema criado com base nas regras da Instituição.,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com os demais sistemas SIGECAD e a Biblioteca,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGECAD – Secretaria,Sistema de gestão e controle acadêmico da UFGD,Fim,Alta,Educação,,,Não,Sistema criado com base nas regras da Instituição.,,Desktop,Windows,Object Pascal,PostgreSQL,,Integrado com os demais sistemas SIGECAD e a Biblioteca,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SCPG,"Sistema responsável pela gerencia dos processos da pós-graduação, como lista de oferta, ocorrências dos alunos, emissão de documentos como diplomas e históricos.",Fim,Alta,Administração,,,Não,Sistema Desktop que está sendo substituído por outra tecnologia.,,Desktop,Windows,Object Pascal,Firebird,,Integrado com o SCPG Web,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,KWI,Sistema de controle de documentação interna de análise de requisitos.,Meio,Baixa,Planejamento e Gestão,Gerenciamento de Conteúdo,,Não,Software criado para atender uma demanda interna. Ainda em desenvolvimento.,,Web,Linux,Java,PostgreSQL,Play Framework,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Gestão RU,Sistema responsável pelo controle de registro de refeições do RU.,Meio,Alta,Administração,,,Não,Sistema Desktop,,Desktop,Windows,Object Pascal,PostgreSQL,,"Integrado com o Cartão, módulos SIGECAD e GEP",Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Reservas,Sistema de Reservas de Equipamentos,Meio,Baixa,Administração,,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Gestão Portal,Sistema de Gestão do Portal da UFGD,Meio,Alta,Administração,Portais Internet,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o Portal da UFGD,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGRH,"Módulo de controle de Recursos Humanos, adquirido da UFRN",Meio,Média,Administração,Recursos Humanos,,Não,Sistema adquirido da UFRN.,,Web,Linux,Java,PostgreSQL,Richfaces / JSF 1.2,,Em processo de compra
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIPAC,"Módulo administrativo, adquirido da UFRN.",Meio,Média,Administração,Contabilidade/Financeiro/Orçamento,,Não,Sistema adquirido da UFRN.,,Web,Linux,Java,PostgreSQL,Richfaces / JSF 1.2,,Em processo de compra
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Portal UFGDNet,Portal de acesso e gerência de permissões dos aplicativos da UFGD,Meio,Alta,Administração,Controle de acesso rede/sistemas,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,"Integrado com o GEP, AD e demais sistemas web da UFGD",Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,WebDoc,Sistema validador de documentos,Meio,Média,Administração,,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o SIGECAD,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,WIKI,Sistema de documentação de processos internos da COIN,Meio,Baixa,Administração,,,Não,Software livre,,Web,Linux,PHP,,,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Moodle,Sistema utilizado para auxilio nos cursos oferecidos pela modalidade EAD.,Fim,Alta,Educação,Educação à Distância,,Não,Software livre,,Web,Linux,PHP,PostgreSQL,,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,OTRS,Sistema para registro de atendimentos,Meio,Média,Administração,Controle de Demandas/Chamados,,Não,Software livre,,Web,,Pearl,,,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Periódicos,Sistema de consulta dos períodicos da Biblioteca da UFGD.,Meio,Média,Educação,Biblioteca,,Não,Software livre,,Web,Linux,PHP,MySQL,,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,SIGECAD – Oferta,Sistema de controle de oferta de turmas do sistema SIGECAD,Fim,Alta,Educação,,,Não,Sistema criado com base nas regras da Instituição.,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com os demais sistemas SIGECAD,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Portal da UFGD,WebSite Portal da UFGD,Meio,Alta,Educação,Portais Internet,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o sistema Gestão Portal,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Active Directory (AD),Gerenciamento de credenciais dos usuários dos sistemas,Meio,Alta,Administração,Controle de acesso rede/sistemas,,Não,Compra de lincença de uso,,Cliente/Servidor,Windows,,,,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Relatórios Bolsas,Sistema de relatórios do sistema SIGEAPE,Meio,Alta,Administração,,,Não,Armazena relatórios específicos utilizados pela Instituição,,Web,Linux,Java,PostgreSQL,,Integrado com os sistemas SIGEPAE,Em produção
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Fim,Alta,Educação,Biblioteca,Registro Acadêmico,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Fim,Alta,Educação,Educação à Distância,Gestão de cursos,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Fim,Alta,Educação,Portais Internet,Gestão de Matrículas,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Fim,Alta,Educação,Portais Intranet,Gestão de processos seletivos,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Fim,Alta,Educação,Controle de Demandas/Chamados,CPA,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Fim,Alta,Educação,,Controle de Pesquisa e Extensão,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Meio,Alta,Administração,Controle de Frotas,Controle de Protocolo,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Meio,Alta,Administração,Controle de Processos,Geração de indicadores,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Meio,Alta,Administração,Gerenciamento de Projetos,Planejamento de demandas,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Meio,Alta,Administração,Help Desk,Almoxarifado,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Meio,Alta,Administração,Licitação,Planejamento estratégico,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Meio,Alta,Administração,Patrimônio,,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Meio,Alta,Administração,Portais Internet,,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Meio,Alta,Administração,Portais Intranet,,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
100903,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro -  IFTM",42544,ERP-IFTM,"Integração plena de todos os processos, sejam eles acadêmicos, financeiros ou de gestão",Meio,Alta,Administração,Recursos Humanos,,Sim,,Atende às expectativas,Web,Linux,"PHP, HTML, CSS, JavaScript, Java","PostgreSQL, MySQL","Bootstrap, jQuery, TCPDF, PHPWord, PHPExcel, PHPMailer, CKEditor",,Em desenvolvimento
